values
,sub-task,bug,improvement,new feature,wish,task
content management,134,754,1309,472,70,1238
data storage & processing,2574,2629,6576,2646,199,3443
devops and cloud,203,642,791,450,18,776
soa and middlewares,511,709,1613,897,63,2359
software development tools,189,655,851,278,35,1334
web development,481,618,1322,534,22,1658

stats
,sub-task,bug,improvement,new feature,wish,task
content management,237.70122432817277,43.23126724370294,2.0022230636767606,10.086402840003231,21.36238983306486,26.196536041876644
data storage & processing,508.38369753855585,17.688068928174122,311.20418431942187,36.755418403219934,1.0412245254554424,1246.819644340284
devops and cloud,38.591724579801536,113.49230644807423,28.056463433505858,11.679933461072595,4.8193071404211505,0.7905996431847999
soa and middlewares,36.445560381202085,83.10945816204638,108.55244754719214,7.022003377414926,0.00706477300992233,414.7190570967944
software development tools,90.06227817961133,49.58954625228864,69.58252885250045,83.88346728521354,0.0,272.9309473035103
web development,0.04513093023879557,16.7750208551612,27.613145058697633,17.652985086512867,15.806213446872448,171.76451488930783

pvals
,sub-task,bug,improvement,new feature,wish,task
content management,0,0,0.15706869664482512,0.0014936740434182674,0,0
data storage & processing,0,0,0,0,0.30753685062672154,0
devops and cloud,0,0,0,0,0.02814265554587176,0.37391886815378683
soa and middlewares,0,0,0,0.00805140981320659,0.9330149257273787,0
software development tools,0,0,0,0,1.0,0
web development,0.8317634580711228,0,0,0,0,0

expected
,sub-task,bug,improvement,new feature,wish,task
content management,416.71277494686706,611.7286508078764,1269.0798146109134,537.3883952577266,41.44723836837119,1100.6431260082452
data storage & processing,1893.072593654777,2779.004660333393,5765.266535221366,2441.2864312600823,188.28947840114716,5000.080301129235
devops and cloud,301.7683660666274,442.99183161344837,919.0218421120017,389.1572990551302,30.014595549637672,797.0460656031547
soa and middlewares,644.6107597367679,946.2797736409494,1963.132768289248,831.2832304816532,64.11451104908714,1702.5789568022942
software development tools,350.17704145648224,514.0551046014391,1066.4482626174686,451.58461577855735,34.829436919058715,924.905538626994
web development,485.65846413847845,712.9399790028936,1479.0507771490027,626.3000281668502,48.30473971269813,1282.7460118300771

value/expected
,sub-task,bug,improvement,new feature,wish,task
content management,0.32156441572276173,1.232572643122459,,0.8783219067721644,1.6888941882655737,1.1247969216778861,
data storage & processing,1.3596942920348452,0.9460221630879175,1.1406237612477537,1.0838547931609377,,0.6885889411060901,
devops and cloud,0.6727013922830456,1.4492366544586872,0.8606977154995631,1.156344750805382,0.599708230958231,,
soa and middlewares,0.7927264512442688,0.749249872764393,0.8216459049815731,1.0790546075135787,,1.385545140549937,
software development tools,0.5397269884224769,1.2741824643640867,0.7979758885924041,0.6156099882205073,,1.4423094513849484,
web development,,0.8668331391154763,0.8938165074685729,0.8526264984579229,0.4554418496166069,1.2925395867218896,
