values
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
fixed,1733,6768,0,1161,294,29,0,224559
won't fix,222,508,0,153,42,2,0,12884
duplicate,162,625,0,167,41,8,0,18187
invalid,36,140,0,31,9,2,0,6600
won't do,35,61,0,12,4,0,0,1736
complete,22,870,0,13,1,0,0,5354
done,281,1299,0,150,33,0,0,26656

stats
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
fixed,46.42094265747522,522.1952506070769,null,39.79346894701431,8.209577561613491,0.269822688446595,null,609.3254645318375
won't fix,117.11881297445932,6.222703027069671,null,84.45041741854509,28.577471574731856,0.0,null,115.59704623186913
duplicate,0.4186591050356926,0.1252499320736783,null,40.02918344035684,8.371638137580698,10.400502687869604,null,8.160552445823525
invalid,6.200863691324682,33.71532739149085,null,0.8395829291495026,0.0,0.4105629811785326,null,38.70597343114693
won't do,26.560427097854514,0.0,null,0.2185810527621978,0.3835850396710635,null,null,6.22214612966572
complete,15.690330397177174,2241.0908228938565,null,12.656318529228354,5.928390024391209,null,null,1307.4169765609583
done,13.580285440576308,156.77314746463097,null,0.09885705773873599,0.7863125949166477,null,null,135.12497652860208

pvals
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
fixed,0,0,2,0,0.004166985113731784,0.6034507391616567,2,0
won't fix,0,0.012612241854361269,2,0,0,1.0,2,0
duplicate,0.5176068841756721,0.7234088271418366,2,0,0.003811219236906302,0.001259810132436832,2,0.004281132865349218
invalid,0.012768798945197423,0,2,0.35951608052824646,1.0,0.5216838965981422,2,0
won't do,0,1.0,2,0.6401232182772818,0.5356908013144893,2,2,0.012616209410781468
complete,0,0,2,0,0.01489884760914773,2,2,0
done,0,0,2,0.7532055443966635,0.37521744991704353,2,2,0

expected
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
fixed,1879.2791791308823,7748.725993116536,null,1272.7193798449612,319.87730708610763,30.931532053137765,null,223292.4666087684
won't fix,110.66036540255396,456.27965196693367,null,74.94341085271317,18.83580687703046,1.821386985750587,null,13148.459377915018
duplicate,153.75949692817395,633.9878735243977,null,104.13178294573643,26.171829264370036,2.5307665090546494,null,18269.41825082827
invalid,54.629090675158416,225.24905271961143,null,36.9968992248062,9.298568625558879,0.8991540416224388,null,6490.927234713243
won't do,14.807063591624047,61.05313133262569,null,10.027906976744186,2.5203512496381357,null,null,1759.3478336389076
complete,50.15812666859661,206.81417864839653,null,33.968992248062015,8.537553475505806,null,null,5959.695583646949
done,227.70667760301072,938.8901186914986,null,154.21162790697673,38.758583421789055,null,null,27055.68511048924

value/expected
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
fixed,0.9221620817410787,0.8734339046202241,,0.9122199428922262,0.9191023979730399,,,1.0056720829433565,
won't fix,2.0061383241634987,1.1133523000863832,,2.041540387062073,2.2297956373303753,,,0.979886664261273,
duplicate,,,,1.603737065435867,1.566569901776672,3.161097624524969,,0.9954887315131377,
invalid,0.6589895521795742,0.621534245359385,,,,,,1.0168038804538495,
won't do,2.3637367249370462,,,,,,,0.9867292679750447,
complete,0.43861287215445255,4.206674830931594,,0.38270196257416705,0.11712957381397311,,,0.8983680332081153,
done,1.234043739770786,1.3835484836184826,,,,,,0.9852273151148448,
