values
,existence,executive,property,nonarch
fixed,2027,6797,1484,224559
won't fix,264,510,197,12884
duplicate,203,633,216,18187
won't do,39,61,16,1736
done,314,1299,183,26656

stats
,existence,executive,property,nonarch
fixed,97.35200582727727,183.2762206074401,79.08684718331347,362.4376329601696
won't fix,137.92332169772283,15.048470944996753,106.60880577419539,158.81594257577785
duplicate,2.0904086631040073,1.9573333845827827,51.344919770886165,21.543302824127235
won't do,24.917298667316157,0.136420499779288,0.4809936566938971,8.750377826843312
done,7.2218237618346475,217.64142453892094,1.5050639603425946,163.0478758233384

pvals
,existence,executive,property,nonarch
fixed,0,0,0,0
won't fix,0,0,0,0
duplicate,0.14822641517494953,0.16179879552027998,0,0
won't do,0,0.7118657745567487,0.48797257541025474,0.003095379170892201
done,0.007202249584579342,0,0.21989382995854367,0

expected
,existence,executive,property,nonarch
fixed,2241.8532144234155,7323.229678306204,1650.4827317989036,223651.43437547146
won't fix,132.24878882872613,432.00341977771444,97.36335138216016,13193.3844400114
duplicate,183.64016227180528,599.8782961460446,135.19837728194727,18320.283164300203
won't do,17.67771612492247,57.745964159388464,13.0145742879654,1763.5617454277237
done,271.5801183511307,887.1426416106483,199.94096524902352,27093.3362747892

value/expected
,existence,executive,property,nonarch
fixed,0.904162675307592,0.9281424041819871,0.8991308854122637,1.0040579468093411,
won't fix,1.996237563596165,1.1805462101721749,2.0233485927036012,0.9765500322212144,
duplicate,,,1.5976523116808294,0.9927248305550253,
won't do,2.20616734222906,,,0.9843715449718835,
done,1.156196565147762,1.4642515634707918,,0.9838581609015,
