values
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
won't fix,599,1512,0,311,69,3,0,75652
duplicate,346,2164,0,259,50,11,0,61616
won't do,86,426,0,54,4,1,0,19236
fixed,3182,27580,0,2098,399,92,0,564862
done,888,10234,0,403,59,8,0,164955

stats
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
won't fix,77.3158421290535,1284.4910610810625,null,10.467539017813982,9.0606395086682,4.219142074929092,null,828.2963932965544
duplicate,0.05645258857339561,201.0231021222919,null,9.531675382018257,2.4507968303930596,0.9122208246041027,null,143.84212990205427
won't do,4.326841168552625,254.77010700396497,null,2.069367396879392,5.03815077312449,0.3639987977683885,null,254.32439339558954
fixed,4.6251371238612675,73.34681224816443,null,14.677249399571641,5.69607695640662,12.330850692577949,null,72.85582100542116
done,6.76763822135371,892.2063913576826,null,72.02859759899425,28.106047766040145,9.857228790927593,null,551.9681587441585

pvals
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
won't fix,0,0,2,0.0012149045439815169,0.0026117061693571326,0.03997036565446572,2,0
duplicate,0.8121932626657764,0,2,0.002019556766593118,0.11746522497624155,0.339525854492689,2,0
won't do,0.037515807044085976,0,2,0.15028384641571635,0.024794944751955993,0.5462937494577691,2,0
fixed,0.03150674279683063,0,2,0,0.017002875669694273,0,2,0
done,0.00928255964524314,0,2,0,0,0.0016916573052434185,2,0

expected
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
won't fix,425.35231054708964,3495.2102428723406,null,260.58144882565284,48.44730296566538,9.589397316784025,null,73906.81929747247
duplicate,350.78257371481254,2882.454883322894,null,214.8981656261104,39.95386695320644,7.908252495040863,null,60950.002257887936
won't do,107.81042171072357,885.9011245690432,null,66.04735695863775,12.279524605749932,2.4305427360778693,null,18732.531029419766
fixed,3256.101166397591,26756.074591398046,null,1994.7688972735682,370.8674333811018,73.40749541966731,null,565761.78041613
done,960.9535276297833,7896.359157837677,null,588.7041313160307,109.45187209427642,21.66431203242993,null,166969.8669990898

value/expected
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
won't fix,1.4082443780064673,0.4325920030371187,,1.193484806388043,1.4242278883697679,0.31284552103698876,,1.0236132567889742,
duplicate,,0.750748957952584,,1.205222014089315,,,,1.0109269518858117,
won't do,0.7976965365255207,0.48086630458589,,,0.3257455095718433,,,1.0268767188902304,
fixed,0.9772423636088761,1.0307939569306943,,1.0517509085225498,1.0758561256307164,1.253278013015431,,0.998409612583819,
done,0.9240821480621181,1.2960403390266328,,0.6845543942406271,0.5390497108097002,0.3692708999032404,,0.9879327507693302,
