values
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
content management,10231,11584,800,1452,1415,697,128,217553
data storage & processing,20558,29091,1993,3656,5288,1141,379,354154
devops and cloud,10331,41634,3645,949,1356,764,337,152743
soa and middlewares,6639,15725,856,811,1040,406,110,120346
software development tools,5350,14808,460,663,522,382,54,144349
web development,6004,16935,487,693,770,324,79,136092

stats
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
content management,27.47089860261023,8182.5400014027255,394.9604317226151,1.1727804423338195,142.79301497184275,1.0060234358582822,29.090411729107803,6816.357961183922
data storage & processing,428.0774903967236,4873.5337154677645,176.35010731915713,707.8282224693913,1951.8209702056374,0.06670560982885201,7.70532939805254,947.6790793079194
devops and cloud,141.32031632600535,28942.50015209212,5075.6125361325485,109.53651087828321,56.74364223064477,65.32017932753588,190.10651457487256,24175.407065761763
soa and middlewares,9.551949976244316,240.68707423375625,1.7410974466237426,8.15721446018335,7.466277634597402,0.021341341493026036,0.517448713372503,156.62374041050631
software development tools,631.0589429855713,124.02606591212312,352.5203887774851,141.75996402811896,521.5950040379076,14.850448342853579,54.401739035168276,1280.595866091889
web development,197.08580885876893,152.0766906124612,290.0777215422491,99.32028683552373,207.8403048242151,37.37935485822149,22.55868182430674,68.5584971683828

pvals
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
content management,0,0,0,0.278830670188056,0,0.31585738911456385,0,0
data storage & processing,0,0,0,0,0,0.7961952254837222,0.005505802505045964,0
devops and cloud,0,0,0,0,0,0,0,0
soa and middlewares,0.0019973711855545127,0,0.18699983306432133,0.004289019653932927,0.006286540000362163,0.8838528981496117,0.4719320218946015,0
software development tools,0,0,0,0,0,0,0,0
web development,0,0,0,0,0,0,0,0

expected
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
content management,10711.448627714402,23515.972265980276,1493.2933219595418,1490.212872199402,1882.8796151536949,672.9876711270159,196.96758172188106,203896.23804414377
data storage & processing,18284.04660777658,40140.89483899348,2548.9964660004875,2543.7382522009475,3214.0058582952392,1148.7650618524221,336.2163764764628,348043.3365384044
devops and cloud,9301.425612876956,20420.400111013358,1296.7206617109432,1294.0457131307846,1635.022982142751,584.3975898063879,171.0393592136628,177055.94797010516
soa and middlewares,6410.046061626532,14072.649801899859,893.6306665854253,891.7872348014243,1126.7705686796692,402.73562622233584,117.87119701229915,122017.50884317246
software development tools,7317.308308019712,16064.458245899788,1020.1129661223495,1018.0086195110063,1286.2509199098815,459.7378420311135,134.5543980311848,139287.56870047498
web development,7088.724781985817,15562.62473621324,988.2459176212527,986.2073081564353,1246.0700558187643,445.37620896072474,130.35108754450937,134936.39990369926

value/expected
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
content management,0.9551462510428974,0.4926013634043174,0.5357286396688745,,0.7515084812708522,,0.6498531325867445,1.0669789795381095,
data storage & processing,1.1243681686556333,0.7247222593488513,0.7818763292077545,1.437254794921088,1.6452988056483633,,1.1272502665453368,1.017557191361201,
devops and cloud,1.1106899554943164,2.0388434983477866,2.8109369331638834,0.7333589458010807,0.8293461405801879,1.307329142567331,1.970306726763509,0.8626821168740954,
soa and middlewares,1.035717986450065,1.1174157121338348,,0.9094097429871674,0.9229918041067176,,,0.9863010738457149,
software development tools,0.7311431710669404,0.9217864538805421,0.45093045111322394,0.6512714993694922,0.4058306135451183,0.8309083244318782,0.4013246745564182,1.036337997329892,
web development,0.8469788551048889,1.0881840490950945,0.49279232154303093,0.7026920144157704,0.6179427845202896,0.7274748706403663,0.6060555495789389,1.0085640353316485,
