values
,existence,executive,property,nonarch
suggestion,10741,8979,2447,101492
sub-task,8107,8717,1579,68169
bug,9088,19677,3802,591559
improvement,17384,19677,7627,146935
task,5259,23123,1405,67693
new project,5962,31074,860,41920

stats
,existence,executive,property,nonarch
suggestion,4891.510141528471,646.4627864818547,242.9887660461249,665.1211392955579
sub-task,4533.195662034286,75.33125804957737,79.06781302143443,2439.740357712143
bug,30448.845068492392,57365.46452802145,6662.076363652876,103434.38997528964
improvement,9732.040453299835,284.2739663370081,9875.065331976077,10918.23248086043
task,114.58463662732443,26487.76651953306,0.6940545940700278,18644.65528242658
new project,1464.8813378832756,89786.52258708664,91.712418160601,67388.96518609692

pvals
,existence,executive,property,nonarch
suggestion,0,0,0,0
sub-task,0,0,0,0
bug,0,0,0,0
improvement,0,0,0,0
task,0,0,0.40478867743914204,0
new project,0,0,0,0

expected
,existence,executive,property,nonarch
suggestion,5810.639885612279,11432.699374873262,1821.0597402424714,104594.60099927199
sub-task,4067.9507045765063,8003.878814170647,1274.8993913283402,73225.2710899245
bug,29327.19356656328,57702.59285650175,9191.168709423275,527905.0448675117
improvement,9004.215195017601,17716.204662105785,2821.9291002230575,162080.65104265357
task,4580.5091101293465,9012.360888108797,1435.5356543303449,82451.59434743151
new project,3750.491538100984,7379.2634042397585,1175.4074044525114,67510.83765320675

value/expected
,existence,executive,property,nonarch
suggestion,1.848505536644214,0.7853788248586339,1.3437230783401897,0.9703368914874144,
sub-task,1.9928953393853819,1.0890969494149252,1.2385291033473724,0.9309490970171331,
bug,0.30988304350953894,0.3410072065380829,0.4136579492988729,1.1205784179396572,
improvement,1.9306513253502953,1.1106780698965548,2.702761029466378,0.9065548481868585,
task,1.1481256501313877,2.565698409892711,,0.8210029234214407,
new project,1.5896582993008928,4.210989403379533,0.7316612067801088,0.6209373406879778,
