values
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
bug,1540,2386,15,301,78,301,1,114382
new feature,708,579,168,47,167,25,35,2782
task,117,1819,27,41,24,34,2,3678
epic,14,6,2,7,2,0,0,27

stats
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
bug,2456.6262116692606,12074.481808074654,2076.853287394562,136.6831496922835,1471.6992015253484,33.70051695889596,401.8761411668812,17129.878394009953
new feature,4960.744850572607,1089.9227355282092,3597.335796921896,80.38168558066573,2708.9109372679277,11.799030511298898,860.4924614902828,7735.702138178966
task,1.1913046858002845,13175.146841722937,32.50835867265679,31.35003564518885,11.458616416681027,20.138724762170664,0.0,8511.006330003436
epic,147.6507643352749,5.4322236260374535,20.80138023843564,225.8472004285488,15.672588683861855,null,null,201.60705460268636

pvals
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
bug,0,0,0,0,0,0,0,0
new feature,0,0,0,0,0,0,0,0
task,0.27506654361013433,0,0,0,0,0,1.0,0
epic,0,0.019768492151875695,0,0,0,2,2,0

expected
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
bug,2189.3091752696905,4408.066813594711,195.0960677415613,364.4247303097089,249.391671499826,331.2952093724626,34.970049878204385,111231.44628233384
new feature,82.9885860109036,167.09345396899045,7.39536790008893,13.81398909639253,9.45351274020802,12.55817190581139,1.3255848122800913,4216.371333565325
task,105.63521633221204,212.69133511193598,9.413478714766269,17.583667787959634,12.033267602366315,15.985152534508758,1.6873216564203688,5366.970560259831
epic,1.067022387194061,2.1483973243629895,0.09508564358349766,0.1776128059389862,0.12154815759965974,null,null,54.21182384100839

value/expected
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
bug,0.703418236855603,0.5412803618678034,0.0768851990388146,0.8259593133105787,0.31276104583169456,0.9085552446416367,0.028595898589874907,1.0283243077651734,
new feature,8.531293687869054,3.4651267673684694,22.716922575005334,3.4023481321752214,17.66539111855317,1.9907356092514594,26.40344071217725,0.6598090585270076,
task,,8.552299505020692,2.868227657183415,2.3317092027907074,1.9944707284063434,2.12697376059445,,0.6853028088572071,
epic,13.120624429273384,2.7927794975163778,21.03366948601171,39.41157262277952,16.454383509352336,,,0.49804633172248897,
