values
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
epic,43,52,0,14,1,0,0,724
bug,19,592,0,31,2,11,0,88552
task,41,1273,0,18,2,0,0,9863
new feature,65,185,0,24,4,0,0,4417

stats
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
epic,1294.1802524252644,75.90889737569657,null,241.86699257549924,2.61998117663277,null,null,454.1126431720351
bug,667.0936214532065,5062.282380422308,null,150.9038222255932,21.558431196250574,null,null,5865.582317481448
task,32.62162403306237,5664.49757492004,null,8.392255082976721,0.35393703978495106,null,null,5332.499739195072
new feature,458.1820398920269,95.60079685744013,null,104.80598608674332,25.229796436224998,null,null,301.1102443738963

pvals
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
epic,0,0,2,0,0.10552569259171181,2,2,0
bug,0,0,2,0,0,2,2,0
task,0,0,2,0.003768231179017425,0.5518928838865149,2,2,0
new feature,0,0,2,0,0,2,2,0

expected
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
epic,1.3226473336920506,16.548837472742203,null,0.6849423692333834,0.07085610716207415,null,null,815.2861148084166
bug,141.47410155475632,1770.1104849291532,null,73.26337401942737,7.578969726147659,null,null,87205.30988454967
task,17.757412704256463,222.17905657349456,null,9.195803007561382,0.9512899662994534,null,null,10945.7537500118
new feature,7.445838407295177,93.1616210246099,null,3.8558806037778597,0.39888420039081307,null,null,4589.650250630115

value/expected
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
epic,32.51055584104145,3.142214677354216,,20.439675845530473,,,,0.8880318048469795,
bug,0.13430019905548732,0.3344424006525752,,0.4231309356811724,0.2638881104248172,,,1.015442753626278,
task,2.3088949208333864,5.729612951069961,,1.9574147015980268,,,,0.9010800192713423,
new feature,8.72970865662559,1.9857962749610139,,6.224259116448166,10.027973020944266,,,0.9623826999439855,
