values
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
task,618,1986,78,56,65,67,7,8561
bug,794,1805,17,123,40,223,1,50258
sub-task,703,748,26,27,37,8,4,7637
improvement,950,1242,53,180,211,64,10,9362
new feature,698,581,137,61,147,31,19,2788
wish,10,31,0,4,0,4,0,91

stats
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
task,49.809656779573906,2116.7519179939345,42.71466245968352,0.004287393663763332,0.03324446583102653,6.136042408188239,0.38632087247040353,1668.4857892786931
bug,2316.5520002765625,2653.5393876654225,364.398225181188,184.8084509226409,533.7511209796448,1.0401782200197776,51.507492857898356,6325.945418214542
sub-task,309.8808317673826,18.00417655593007,0.905715883440956,8.15409490838685,3.865408633488004,28.0348166847858,0.0,129.09380888778213
improvement,477.3738096912529,220.7988770321328,3.4062633949381778,274.8978831652894,360.21204297269065,2.451322021056669,3.438289811796058,1067.6543980957888
new feature,1545.3585561921784,253.30625968543123,1011.4373441900501,69.70858450962983,637.6138578807916,6.46419525248823,141.47780036233473,2454.7203532101744
wish,2.409903474200501,46.349060708964025,null,11.341546899903285,null,13.654950865335996,null,57.14070105173587

pvals
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
task,0,0,0,0.9477932691107527,0.855323246806555,0.01324534367083023,0.5342396750213183,0
bug,0,0,0,0,0,0.3077800262737442,0,0
sub-task,0,0,0.34125368204214185,0.004296403710179211,0.04929118939669329,0,1.0,0
improvement,0,0,0.06494936037704187,0,0,0.11742593250413255,0.06370159916189558,0
new feature,0,0,0,0,0,0.011006947617551627,0,0
wish,0.12056980029007756,0,2,0,2,0,2,0

expected
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
task,476.52544637434715,807.4283537426985,39.27893289754094,56.96076764241467,63.14940980312048,50.14063138367766,5.1782516038558795,9939.338206552346
bug,2218.938782946678,3759.7868113909653,182.90218963594404,265.2375804688449,294.0549672603602,233.479644004726,24.112507315349536,46282.48751697713
sub-task,382.87015668650554,648.7381160076411,31.5591356293409,45.765820478561885,50.73816017578923,40.286099179576645,4.160529134414717,7985.88198270817
improvement,502.9389044090854,852.1835186555215,41.45613550787849,60.118061459978136,66.64973554321301,52.91989002131113,5.465278314543467,10490.26847608847
new feature,185.89408478076035,314.9803562161147,15.322836036792067,22.220575731811003,24.63478462506763,19.5600189923037,2.020052339255546,3877.3672912778948
wish,5.832624802623588,9.882843987058733,null,0.6971942183894084,null,0.6137164184048673,null,121.65652639598953

value/expected
,existence,executive,existence-executive,property,existence-property,executive-property,existence-executive-property,
task,1.2968877206916538,2.459660960374045,1.985797328136763,,,1.3362416497573382,,0.8613249516307133,
bug,0.357828708976637,0.4800804116157386,0.09294585282897647,0.46373519085259385,0.13602898931676086,,0.04147225284047587,1.0858966900075235,
sub-task,1.8361316172668352,1.1530076336553496,,0.5899599246264497,0.7292341675734494,0.19857966303314029,,0.9563126548246513,
improvement,1.888897422075902,1.4574325515699795,,2.994108519614023,3.165804009277667,,,0.8924461772679845,
new feature,3.7548263078042896,1.844559473421141,8.940903607598859,2.7452033977982095,5.967172120125505,1.5848655367971576,9.405696887538125,0.7190445966446312,
wish,,3.1367488994659336,,5.737282229965158,,6.517668225980568,,0.7480075479370243,
