values
,existence,executive,property,nonarch
task,72,678,34,10662
sub-task,49,143,12,8987
new feature,145,250,69,4012
improvement,139,537,127,11281
bug,33,565,54,52619
wish,1,15,2,122

stats
,existence,executive,property,nonarch
task,5.33839502331415,682.7182078310707,0.3016660185315671,548.6444611823639
sub-task,0.39564025377941675,31.618709749101026,11.609128758627126,32.95122764826517
new feature,735.2177191876938,199.44807953856971,207.35618850731132,765.5998270663686
improvement,126.5984331068219,242.62850350669478,219.25203863291128,519.8687597741821
bug,476.61639838087456,1004.6293287513911,202.4652866263787,1660.7781340222518
wish,0.0,37.53464840908883,2.358410772057957,38.58515855351377

pvals
,existence,executive,property,nonarch
task,0.020860670755485415,0,0.5828398570597402,0
sub-task,0.5293494445555473,0,0,0
new feature,0,0,0,0
improvement,0,0,0,0
bug,0,0,0,0
wish,1.0,0,0.1246090765687041,0

expected
,existence,executive,property,nonarch
task,55.4564056153982,276.39775737241746,37.644667137559594,11076.501169874624
sub-task,44.53082509270705,221.94406674907293,30.228213844252164,8894.296894313968
new feature,21.686429454352815,108.08634999117076,14.721084230972982,4331.506136323504
improvement,58.54754547059862,291.80416740243686,39.742980752251455,11693.905306374712
bug,258.1004878156454,1286.386941550415,175.20260904114426,51551.30996159279
wish,0.6783065512978986,3.380716934487021,0.4604449938195303,135.48053152039554

value/expected
,existence,executive,property,nonarch
task,1.2983171051390365,2.4529866177114634,,0.96257833014978,
sub-task,,0.6443064781798107,0.3969801213471889,1.0104227581772425,
new feature,6.686209009427145,2.3129655134105436,4.68715475826331,0.9262367116038085,
improvement,2.374138811161656,1.8402752941475486,3.195532836142528,0.9646905549893905,
bug,0.12785717795144602,0.43921465754233713,0.30821458821608494,1.0207112106210816,
wish,,4.4369287020109685,,0.9004983862322229,
