values
,existence,executive,property,nonarch
new feature,1914,1647,354,4286
bug,1263,2497,489,68828
task,1006,6035,250,15160
epic,164,146,51,417

stats
,existence,executive,property,nonarch
new feature,8206.261746625994,1039.3095207334397,850.0273036402255,7363.040046582371
bug,3600.7347696785714,11396.22224527749,405.0378188939767,16429.24761688385
task,7.304069145787238,9279.846461384011,0.07317572983568323,6693.213955443548
epic,558.6440596776191,68.51716996589869,210.8253724691542,594.1933249693643

pvals
,existence,executive,property,nonarch
new feature,0,0,0,0
bug,0,0,0,0
task,0.006879862851858806,0,0.7867678255690782,0
epic,0,0,0,0

expected
,existence,executive,property,nonarch
new feature,341.1230539581081,810.2359172112873,89.77335489488742,6959.867673935717
bug,3039.6597261427464,7219.803697359986,799.9472571215325,62017.58931937574
task,933.8560766264461,2218.096156238338,245.76290583405896,19053.284861301156
epic,32.36114327269944,76.86422919038917,8.516482149521085,660.2581453873903

value/expected
,existence,executive,property,nonarch
new feature,5.610878472713986,2.0327412856106544,3.943263570961413,0.6158163058258723,
bug,0.415507034928122,0.3458542786853139,0.6112903015126013,1.1098141794185563,
task,1.077253792291178,2.7208017934780324,,0.7956633257917248,
epic,5.0678061222377755,1.8994531206234397,5.988388057957466,0.6315711557868559,
