values
,existence,executive,property,nonarch
Independent,6742,16130,1724,129276
Child,395,1352,71,5801
Parent,203,343,71,1015

stats
,existence,executive,property,nonarch
Independent,87.59251071913997,550.2088411969792,12.897745295671783,673.684240428554
Child,8.553949162652854,380.9443562183486,2.984045471037429,306.7156242316365
Parent,239.92767339304854,171.3774341758163,147.037901663544,536.1561018864277

pvals
,existence,executive,property,nonarch
Independent,0,0,0,0
Child,0.0034477346389774647,0,0.08408885297986891,0
Parent,0,0,0,0

expected
,existence,executive,property,nonarch
Independent,6923.735340816439,16814.112050415944,1760.1757692048332,128373.97683956279
Child,342.8300117089558,832.5538090888471,87.15542259521956,6356.460756606977
Parent,73.43464747460506,178.33414049520914,18.66880819994728,1361.5624038302385

value/expected
,existence,executive,property,nonarch
Independent,0.9737518359858324,0.9593132216340249,0.9794476382201445,1.007026526579951,
Child,1.152174507800483,1.6239190611350858,,0.912614774498588,
Parent,2.764362695009884,1.9233557806011605,3.8031351139062273,0.745467117147685,
