values
,existence,executive,property,nonarch
False,78673,142733,23323,1124669
True,159,86,93,568

stats
,existence,executive,property,nonarch
False,230.52397557118687,0.7434193612309086,390.0626874757909,231.5626746560069
True,230.52397557118684,0.7434193612309085,390.0626874757909,231.5626746560069

pvals
,existence,executive,property,nonarch
False,0,0.3885677316647794,0,0
True,0,0.3885677316647794,0,0

expected
,existence,executive,property,nonarch
False,78779.87887067396,142724.5727677946,23400.518109850076,1124493.0302516813
True,52.12112932604736,94.42723220540843,15.481890149922936,743.9697483186212

value/expected
,existence,executive,property,nonarch
False,0.9986433227341031,,0.9966873336100431,1.0001564880738116,
True,3.0505862412413287,,6.0070184647617415,0.7634719036408207,
